ExerciseKey,ContentId,Instruction,NotesToRead,AllAnswers,PossibleAnswers,CorrectAnswer
rhythmus_mix_alle_lesen,4,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause","Achtelpause"
rhythmus_mix_alle_lesen,5,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % G/4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Sechzehntelnote,Zweiunddreißigstelnote,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelnote"
rhythmus_mix_alle_lesen,6,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % D3","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert","Halbe Note punktiert"
rhythmus_mix_alle_lesen,7,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Viertelpause punktiert"
rhythmus_mix_alle_lesen,8,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % A/8","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Sechzehntelnote,Zweiunddreißigstelnote,Sechzehntelpause,Zweiunddreißigstelpause","Zweiunddreißigstelnote"
akkorde_dur_dreiklang_lesen,1,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [CEG]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur"
akkorde_dur_dreiklang_lesen,2,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [D^FA]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","D Dur"
akkorde_dur_dreiklang_lesen,3,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [E^GB]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","E Dur"
akkorde_dur_dreiklang_lesen,4,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [FAc]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","F Dur"
akkorde_dur_dreiklang_lesen,5,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [GBd]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","G Dur"
akkorde_dur_dreiklang_lesen,6,"Welcher Dur-Dreiklang ist das?","X:6 % L:2/4 % K:C % [A^ce]2","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","C Dur,D Dur,E Dur,F Dur,G Dur,A Dur","A Dur"
akkorde_moll_dreiklang_lesen,1,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [C_EG]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll"
akkorde_moll_dreiklang_lesen,2,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [DFA]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","d Moll"
akkorde_moll_dreiklang_lesen,3,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [EGB]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","e Moll"
akkorde_moll_dreiklang_lesen,4,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [F_Ac]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","f Moll"
akkorde_moll_dreiklang_lesen,5,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [G_Bd]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","g Moll"
akkorde_moll_dreiklang_lesen,6,"Welcher Moll-Dreiklang ist das?","X:6 % L:2/4 % K:C % [Ace]2","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","c Moll,d Moll,e Moll,f Moll,g Moll,a Moll","a Moll"
akkorde_dur_moll_lesen,1,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [CEG]2","Dur,Moll","Dur,Moll","Dur"
akkorde_dur_moll_lesen,2,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [C_EG]2","Dur,Moll","Dur,Moll","Moll"
akkorde_dur_moll_lesen,3,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [D^FA]2","Dur,Moll","Dur,Moll","Dur"
akkorde_dur_moll_lesen,4,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [DFA]2","Dur,Moll","Dur,Moll","Moll"
akkorde_dur_moll_lesen,5,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [FAc]2","Dur,Moll","Dur,Moll","Dur"
akkorde_dur_moll_lesen,6,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [F_Ac]2","Dur,Moll","Dur,Moll","Moll"
akkorde_dur_moll_lesen,7,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [GBd]2","Dur,Moll","Dur,Moll","Dur"
akkorde_dur_moll_lesen,8,"Ist dieser Dreiklang Dur oder Moll?","X:6 % L:2/4 % K:C % [G_Bd]2","Dur,Moll","Dur,Moll","Moll"
akkorde_vermindert_lesen,1,"Welcher verminderte Dreiklang ist das?","X:6 % L:2/4 % K:C % [Bdf]2","h verm.,d verm.,e verm.,fis verm.","h verm.,d verm.,e verm.,fis verm.","h verm."
akkorde_vermindert_lesen,2,"Welcher verminderte Dreiklang ist das?","X:6 % L:2/4 % K:C % [DF_A]2","h verm.,d verm.,e verm.,fis verm.","h verm.,d verm.,e verm.,fis verm.","d verm."
akkorde_vermindert_lesen,3,"Welcher verminderte Dreiklang ist das?","X:6 % L:2/4 % K:C % [EG_B]2","h verm.,d verm.,e verm.,fis verm.","h verm.,d verm.,e verm.,fis verm.","e verm."
akkorde_vermindert_lesen,4,"Welcher verminderte Dreiklang ist das?","X:6 % L:2/4 % K:C % [^FAc]2","h verm.,d verm.,e verm.,fis verm.","h verm.,d verm.,e verm.,fis verm.","fis verm."
akkorde_uebermaessig_lesen,1,"Welcher übermäßige Dreiklang ist das?","X:6 % L:2/4 % K:C % [CE^G]2","C überm.,F überm.,G überm.","C überm.,F überm.,G überm.","C überm."
akkorde_uebermaessig_lesen,2,"Welcher übermäßige Dreiklang ist das?","X:6 % L:2/4 % K:C % [FA^c]2","C überm.,F überm.,G überm.","C überm.,F überm.,G überm.","F überm."
akkorde_uebermaessig_lesen,3,"Welcher übermäßige Dreiklang ist das?","X:6 % L:2/4 % K:C % [GB^d]2","C überm.,F überm.,G überm.","C überm.,F überm.,G überm.","G überm."
akkorde_alle_dreiklaenge_lesen,1,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [CEG]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","Dur"
akkorde_alle_dreiklaenge_lesen,2,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [DFA]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","Moll"
akkorde_alle_dreiklaenge_lesen,3,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [Bdf]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","vermindert"
akkorde_alle_dreiklaenge_lesen,4,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [CE^G]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","übermäßig"
akkorde_alle_dreiklaenge_lesen,5,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [FAc]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","Dur"
akkorde_alle_dreiklaenge_lesen,6,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [EGB]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","Moll"
akkorde_alle_dreiklaenge_lesen,7,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [EG_B]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","vermindert"
akkorde_alle_dreiklaenge_lesen,8,"Welche Dreiklangsart ist das?","X:6 % L:2/4 % K:C % [GB^d]2","Dur,Moll,vermindert,übermäßig","Dur,Moll,vermindert,übermäßig","übermäßig"
akkorde_umkehrungen_lesen,1,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [CEG]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung"
akkorde_umkehrungen_lesen,2,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [EGc]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","1. Umkehrung"
akkorde_umkehrungen_lesen,3,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [Gce]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","2. Umkehrung"
akkorde_umkehrungen_lesen,4,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [FAc]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung"
akkorde_umkehrungen_lesen,5,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [Acf]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","1. Umkehrung"
akkorde_umkehrungen_lesen,6,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [cfa]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","2. Umkehrung"
akkorde_umkehrungen_lesen,7,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [GBd]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung"
akkorde_umkehrungen_lesen,8,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [Bdg]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","1. Umkehrung"
akkorde_umkehrungen_lesen,9,"Welche Stellung hat dieser Dreiklang?","X:6 % L:2/4 % K:C % [dgb]2","Grundstellung,1. Umkehrung,2. Umkehrung","Grundstellung,1. Umkehrung,2. Umkehrung","2. Umkehrung"
tonarten_kreuz_lesen,1,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:G % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur"
tonarten_kreuz_lesen,2,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:D % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","D Dur"
tonarten_kreuz_lesen,3,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:A % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","A Dur"
tonarten_kreuz_lesen,4,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:E % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","E Dur"
tonarten_kreuz_lesen,5,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:B % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","H Dur"
tonarten_kreuz_lesen,6,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:F# % x4","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","G Dur,D Dur,A Dur,E Dur,H Dur,Fis Dur","Fis Dur"
tonarten_b_lesen,1,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:F % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur"
tonarten_b_lesen,2,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Bb % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","B Dur"
tonarten_b_lesen,3,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Eb % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","Es Dur"
tonarten_b_lesen,4,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Ab % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","As Dur"
tonarten_b_lesen,5,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Db % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","Des Dur"
tonarten_b_lesen,6,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Gb % x4","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","F Dur,B Dur,Es Dur,As Dur,Des Dur,Ges Dur","Ges Dur"
tonarten_vorzeichen_lesen,1,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % ^C","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Kreuz"
tonarten_vorzeichen_lesen,2,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % ^F","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Kreuz"
tonarten_vorzeichen_lesen,3,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % ^G","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Kreuz"
tonarten_vorzeichen_lesen,4,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % _D","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","B"
tonarten_vorzeichen_lesen,5,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % _E","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","B"
tonarten_vorzeichen_lesen,6,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:C % _A","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","B"
tonarten_vorzeichen_lesen,7,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:G % =F","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Auflösungszeichen"
tonarten_vorzeichen_lesen,8,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:D % =C","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Auflösungszeichen"
tonarten_vorzeichen_lesen,9,"Welches Versetzungszeichen hat diese Note?","X:1 % L:4/4 % K:A % =G","Kreuz,B,Auflösungszeichen","Kreuz,B,Auflösungszeichen","Auflösungszeichen"
tonarten_alle_lesen,1,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:G % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","G Dur"
tonarten_alle_lesen,2,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:F % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","F Dur"
tonarten_alle_lesen,3,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:D % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","D Dur"
tonarten_alle_lesen,4,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Bb % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","B Dur"
tonarten_alle_lesen,5,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:A % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","A Dur"
tonarten_alle_lesen,6,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:Eb % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","Es Dur"
tonarten_alle_lesen,7,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:E % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","E Dur"
tonarten_alle_lesen,8,"Welche Dur Tonart hat diese Vorzeichen?","X:1 % L:4/4 % K:C % x4","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur,G Dur,D Dur,F Dur,B Dur,Es Dur,A Dur,E Dur","C Dur"
tonarten_paralleltonarten_lesen,1,"Welche Moll Paralleltonart hat C Dur?","X:1 % L:4/4 % K:C % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll"
tonarten_paralleltonarten_lesen,2,"Welche Moll Paralleltonart hat G Dur?","X:1 % L:4/4 % K:G % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","e Moll"
tonarten_paralleltonarten_lesen,3,"Welche Moll Paralleltonart hat D Dur?","X:1 % L:4/4 % K:D % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","h Moll"
tonarten_paralleltonarten_lesen,4,"Welche Moll Paralleltonart hat A Dur?","X:1 % L:4/4 % K:A % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","fis Moll"
tonarten_paralleltonarten_lesen,5,"Welche Moll Paralleltonart hat E Dur?","X:1 % L:4/4 % K:E % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","cis Moll"
tonarten_paralleltonarten_lesen,6,"Welche Moll Paralleltonart hat F Dur?","X:1 % L:4/4 % K:F % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","d Moll"
tonarten_paralleltonarten_lesen,7,"Welche Moll Paralleltonart hat B Dur?","X:1 % L:4/4 % K:Bb % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","g Moll"
tonarten_paralleltonarten_lesen,8,"Welche Moll Paralleltonart hat Es Dur?","X:1 % L:4/4 % K:Eb % x4","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","a Moll,e Moll,h Moll,d Moll,g Moll,c Moll,fis Moll,cis Moll","c Moll"
